                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    206,                 1.4203,                0.59217,                0.97192,                 1.6971,                0.61274,                0.94803,                0.90517,                0.88361,                0.92562,                0.46963,                 1.5845,                0.60871,                 0.9993,                 1.7394,                0.58381,                0.99461,               0.003268,               0.003268,               0.003268
                    207,                 1.4295,                0.59347,                0.97015,                 1.6977,                0.60958,                0.94741,                0.90275,                0.88452,                0.92555,                0.46879,                 1.5867,                0.60872,                0.99978,                 1.7426,                0.58443,                0.99545,               0.003235,               0.003235,               0.003235
                    208,                 1.4343,                0.59947,                0.97141,                 1.7095,                0.62113,                0.94878,                0.90194,                0.88595,                0.92594,                0.46913,                 1.5871,                0.60862,                0.99982,                 1.7436,                0.58495,                0.99572,               0.003202,               0.003202,               0.003202
                    209,                 1.4346,                0.59638,                0.97368,                 1.7101,                0.62033,                0.94923,                0.90339,                0.88364,                0.92573,                0.46879,                 1.5877,                0.60876,                 1.0003,                 1.7437,                 0.5862,                0.99622,               0.003169,               0.003169,               0.003169
                    210,                 1.4266,                0.59213,                0.97066,                 1.7015,                0.61637,                0.94707,                 0.9028,                0.88344,                0.92538,                0.46874,                 1.5892,                0.60892,                 1.0009,                 1.7452,                0.58639,                0.99669,               0.003136,               0.003136,               0.003136
                    211,                  1.423,                0.59395,                0.97056,                  1.699,                0.61599,                0.94686,                0.90235,                0.88431,                0.92532,                 0.4687,                 1.5895,                0.60882,                 1.0008,                 1.7447,                0.58724,                0.99627,               0.003103,               0.003103,               0.003103
                    212,                 1.4084,                0.58234,                0.97135,                 1.6827,                0.60518,                0.94833,                0.90092,                0.88617,                0.92544,                0.46893,                 1.5888,                0.60833,                 1.0007,                  1.744,                 0.5869,                0.99596,                0.00307,                0.00307,                0.00307
                    213,                 1.4238,                0.59637,                0.97131,                 1.6991,                0.61307,                0.94745,                0.90166,                0.88566,                0.92543,                0.46901,                 1.5883,                0.60807,                 1.0005,                 1.7434,                0.58609,                0.99589,               0.003037,               0.003037,               0.003037
                    214,                 1.4162,                0.59021,                0.97152,                 1.6897,                0.61089,                0.94806,                0.90287,                0.88375,                0.92552,                0.46881,                 1.5896,                0.60831,                  1.001,                 1.7453,                0.58714,                0.99649,               0.003004,               0.003004,               0.003004
                    215,                   1.42,                0.59193,                0.96869,                 1.7019,                 0.6129,                0.94413,                0.90201,                0.88431,                0.92582,                0.46905,                  1.588,                0.60787,                 1.0007,                 1.7439,                0.58629,                0.99623,               0.002971,               0.002971,               0.002971
                    216,                 1.4197,                0.58847,                0.96984,                 1.7014,                0.61294,                0.94582,                0.90238,                0.88357,                 0.9259,                0.46921,                 1.5875,                 0.6075,                 1.0005,                 1.7435,                0.58575,                0.99605,               0.002938,               0.002938,               0.002938
                    217,                  1.415,                0.59098,                0.96953,                 1.6861,                0.61371,                0.94612,                 0.9027,                0.88549,                0.92607,                0.46955,                 1.5867,                0.60705,                 1.0005,                 1.7423,                0.58499,                0.99565,               0.002905,               0.002905,               0.002905
                    218,                 1.4126,                0.59209,                0.97061,                 1.6892,                0.61938,                 0.9472,                 0.9026,                0.88638,                0.92639,                0.47015,                 1.5864,                0.60688,                 1.0004,                 1.7414,                0.58456,                0.99546,               0.002872,               0.002872,               0.002872
                    219,                 1.4204,                 0.6026,                0.96901,                 1.6944,                0.61843,                0.94676,                0.90444,                0.88504,                0.92673,                0.47067,                 1.5854,                0.60657,                0.99999,                 1.7403,                0.58463,                0.99494,               0.002839,               0.002839,               0.002839
                    220,                 1.4234,                0.59167,                0.96918,                 1.7026,                0.61486,                 0.9442,                0.90472,                0.88595,                0.92658,                0.47001,                 1.5856,                 0.6067,                      1,                 1.7406,                0.58407,                0.99512,               0.002806,               0.002806,               0.002806
                    221,                 1.4099,                0.58489,                0.96864,                 1.6848,                0.60373,                0.94424,                0.90375,                0.88624,                0.92638,                0.46955,                 1.5863,                0.60681,                 1.0002,                 1.7413,                0.58468,                0.99522,               0.002773,               0.002773,               0.002773
                    222,                 1.4141,                0.58849,                0.96344,                 1.6918,                0.61053,                0.93916,                0.90467,                 0.8859,                0.92675,                0.46972,                 1.5872,                0.60641,                 1.0004,                 1.7421,                0.58479,                 0.9954,                0.00274,                0.00274,                0.00274
                    223,                 1.4083,                 0.5873,                0.96781,                  1.688,                0.60998,                 0.9439,                0.90466,                0.88587,                0.92658,                0.46956,                 1.5881,                 0.6067,                 1.0006,                 1.7433,                0.58376,                0.99573,               0.002707,               0.002707,               0.002707
                    224,                  1.416,                0.58831,                0.96396,                 1.6942,                0.61037,                0.94115,                0.90324,                0.88657,                 0.9266,                0.46968,                 1.5891,                0.60694,                 1.0009,                 1.7436,                 0.5844,                0.99598,               0.002674,               0.002674,               0.002674
                    225,                 1.4086,                0.58634,                 0.9652,                 1.6872,                0.61115,                 0.9426,                0.90333,                0.88677,                0.92666,                 0.4696,                 1.5894,                  0.607,                 1.0012,                 1.7435,                0.58394,                0.99608,               0.002641,               0.002641,               0.002641
                    226,                 1.4033,                0.58314,                0.96757,                 1.6782,                0.60435,                0.94512,                0.90262,                0.88768,                0.92672,                0.46966,                 1.5889,                0.60716,                  1.001,                 1.7425,                0.58418,                0.99575,               0.002608,               0.002608,               0.002608
                    227,                  1.407,                0.58582,                0.96772,                 1.6865,                0.60413,                0.94438,                 0.9032,                0.88671,                0.92655,                0.46992,                 1.5893,                0.60744,                 1.0012,                 1.7429,                0.58395,                0.99582,               0.002575,               0.002575,               0.002575
                    228,                 1.4162,                0.58863,                0.97165,                  1.689,                0.60901,                0.94827,                0.90396,                0.88522,                0.92604,                0.46969,                  1.589,                0.60742,                 1.0012,                 1.7428,                 0.5836,                0.99562,               0.002542,               0.002542,               0.002542
                    229,                 1.3945,                0.57996,                0.96291,                 1.6734,                0.60291,                0.94079,                 0.9042,                0.88472,                0.92609,                   0.47,                 1.5884,                0.60699,                  1.001,                 1.7418,                0.58334,                0.99517,               0.002509,               0.002509,               0.002509
                    230,                 1.4074,                0.58557,                0.96576,                 1.6852,                0.60586,                0.94404,                0.90449,                0.88439,                  0.926,                 0.4703,                 1.5886,                0.60723,                 1.0012,                 1.7419,                0.58352,                0.99522,               0.002476,               0.002476,               0.002476
                    231,                 1.4079,                0.58205,                0.96401,                 1.6906,                0.60817,                 0.9412,                0.90421,                0.88466,                 0.9258,                0.46986,                  1.589,                0.60741,                 1.0015,                 1.7419,                0.58456,                0.99544,               0.002443,               0.002443,               0.002443
                    232,                 1.3997,                0.57971,                0.96483,                 1.6791,                0.60527,                0.94259,                0.90421,                0.88504,                0.92573,                0.46996,                 1.5889,                0.60742,                 1.0017,                 1.7422,                0.58429,                0.99544,                0.00241,                0.00241,                0.00241
                    233,                 1.4079,                0.58298,                0.96435,                 1.6858,                0.60265,                0.94285,                0.90331,                0.88657,                0.92597,                0.47003,                 1.5892,                0.60746,                 1.0017,                 1.7424,                0.58412,                0.99552,               0.002377,               0.002377,               0.002377
                    234,                 1.4036,                0.58439,                0.96498,                 1.6789,                0.60368,                0.94158,                0.90414,                0.88516,                0.92575,                0.46986,                 1.5891,                0.60738,                 1.0017,                 1.7426,                0.58402,                0.99556,               0.002344,               0.002344,               0.002344
                    235,                  1.399,                0.58205,                 0.9634,                 1.6825,                0.60631,                0.93976,                 0.9039,                0.88579,                0.92599,                0.46974,                  1.589,                0.60738,                 1.0017,                 1.7429,                0.58349,                0.99567,               0.002311,               0.002311,               0.002311
                    236,                 1.4026,                0.58545,                 0.9616,                 1.6822,                0.60833,                0.93821,                0.90428,                0.88503,                0.92606,                0.46991,                 1.5889,                0.60729,                 1.0017,                 1.7428,                0.58363,                0.99571,               0.002278,               0.002278,               0.002278
                    237,                 1.3993,                0.57872,                0.96528,                  1.679,                0.60098,                0.94189,                0.90304,                0.88625,                0.92593,                0.47007,                  1.589,                0.60746,                 1.0019,                 1.7428,                0.58343,                0.99585,               0.002245,               0.002245,               0.002245
                    238,                 1.4038,                0.58663,                0.96382,                 1.6891,                0.61332,                0.94052,                0.90325,                0.88646,                0.92602,                 0.4696,                 1.5894,                0.60765,                  1.002,                 1.7431,                0.58351,                0.99601,               0.002212,               0.002212,               0.002212
                    239,                 1.3976,                0.57924,                0.96498,                 1.6744,                0.60366,                0.94287,                0.90375,                0.88636,                0.92589,                0.46954,                 1.5896,                0.60761,                 1.0021,                 1.7432,                0.58355,                0.99607,               0.002179,               0.002179,               0.002179
                    240,                  1.406,                0.58255,                0.96564,                 1.6819,                0.60266,                0.94342,                0.90372,                0.88623,                0.92569,                0.46932,                 1.5899,                0.60763,                 1.0022,                 1.7436,                0.58395,                0.99622,               0.002146,               0.002146,               0.002146
                    241,                 1.4048,                0.58165,                0.96309,                 1.6766,                 0.6019,                0.94029,                0.90231,                0.88769,                0.92587,                0.46967,                 1.5894,                0.60746,                 1.0021,                 1.7428,                0.58419,                0.99598,               0.002113,               0.002113,               0.002113
                    242,                 1.3957,                0.57753,                0.96512,                 1.6763,                0.60573,                0.94155,                0.90094,                0.88864,                0.92561,                0.46962,                 1.5896,                0.60739,                 1.0023,                 1.7429,                0.58389,                0.99621,                0.00208,                0.00208,                0.00208
                    243,                 1.3913,                0.57745,                0.96189,                 1.6695,                0.59903,                0.94107,                0.90173,                0.88822,                0.92563,                0.46977,                 1.5891,                0.60727,                 1.0024,                 1.7424,                0.58358,                0.99601,               0.002047,               0.002047,               0.002047
                    244,                  1.408,                0.58318,                0.96106,                 1.6861,                0.60573,                0.93959,                0.90169,                0.88785,                0.92559,                0.46977,                 1.5895,                0.60725,                 1.0026,                 1.7429,                0.58362,                0.99622,               0.002014,               0.002014,               0.002014
                    245,                 1.3968,                0.57782,                0.96428,                 1.6742,                0.60176,                0.94147,                0.90194,                0.88736,                 0.9257,                0.46954,                 1.5897,                0.60724,                 1.0027,                 1.7428,                0.58419,                0.99632,               0.001981,               0.001981,               0.001981
                    246,                 1.3965,                0.57833,                0.96148,                 1.6746,                0.60222,                0.93957,                0.90244,                0.88776,                0.92627,                0.46962,                 1.5897,                0.60719,                 1.0027,                 1.7429,                0.58384,                0.99629,               0.001948,               0.001948,               0.001948
                    247,                 1.3845,                0.57507,                0.96043,                 1.6646,                0.60053,                0.94002,                0.90306,                0.88698,                0.92609,                0.46955,                 1.5898,                0.60713,                 1.0027,                 1.7431,                0.58422,                0.99636,               0.001915,               0.001915,               0.001915
                    248,                 1.3883,                0.57341,                 0.9625,                 1.6605,                0.59466,                0.94134,                0.90287,                0.88714,                0.92602,                0.46955,                 1.5903,                0.60731,                 1.0028,                 1.7439,                0.58414,                 0.9968,               0.001882,               0.001882,               0.001882
                    249,                 1.3968,                0.57364,                0.96034,                 1.6806,                0.60019,                0.93804,                 0.9032,                0.88751,                0.92621,                 0.4696,                 1.5909,                0.60747,                  1.003,                 1.7443,                0.58477,                0.99694,               0.001849,               0.001849,               0.001849
                    250,                 1.3903,                0.57109,                0.96089,                 1.6675,                0.59489,                0.94006,                0.90286,                0.88747,                0.92616,                0.46943,                 1.5913,                0.60735,                 1.0032,                 1.7448,                 0.5845,                0.99715,               0.001816,               0.001816,               0.001816
                    251,                 1.3839,                0.57269,                  0.959,                 1.6639,                0.59602,                0.93773,                 0.9029,                0.88717,                0.92612,                0.46927,                 1.5916,                0.60725,                 1.0033,                  1.745,                0.58503,                0.99725,               0.001783,               0.001783,               0.001783
                    252,                 1.3887,                0.57296,                0.95931,                 1.6704,                0.59695,                0.93793,                0.90481,                0.88496,                0.92618,                0.46912,                 1.5919,                0.60734,                 1.0034,                 1.7455,                0.58505,                0.99742,                0.00175,                0.00175,                0.00175
                    253,                 1.3904,                0.57108,                0.95796,                 1.6689,                0.59604,                0.93744,                0.90498,                0.88475,                0.92608,                0.46897,                  1.592,                0.60726,                 1.0034,                 1.7457,                0.58528,                0.99734,               0.001717,               0.001717,               0.001717
                    254,                  1.385,                0.57214,                 0.9583,                 1.6639,                 0.5983,                0.93699,                0.90484,                0.88572,                0.92611,                0.46892,                 1.5919,                0.60713,                 1.0034,                 1.7461,                0.58453,                0.99753,               0.001684,               0.001684,               0.001684
                    255,                 1.3824,                0.56822,                0.95791,                 1.6649,                0.59259,                0.93753,                0.90498,                0.88611,                0.92629,                0.46908,                 1.5916,                0.60706,                 1.0033,                  1.746,                0.58432,                0.99738,               0.001651,               0.001651,               0.001651
                    256,                 1.3898,                0.57414,                 0.9545,                 1.6738,                0.59893,                0.93339,                0.90534,                0.88603,                0.92626,                0.46904,                  1.592,                 0.6071,                 1.0035,                 1.7464,                0.58395,                0.99756,               0.001618,               0.001618,               0.001618
                    257,                 1.3863,                0.57246,                0.96186,                   1.66,                0.59096,                0.94169,                0.90604,                0.88542,                 0.9262,                0.46884,                 1.5923,                0.60707,                 1.0037,                 1.7467,                0.58437,                0.99765,               0.001585,               0.001585,               0.001585
                    258,                 1.3841,                0.57107,                 0.9572,                 1.6668,                0.59443,                0.93509,                0.90638,                0.88553,                0.92616,                0.46885,                 1.5919,                0.60696,                 1.0036,                 1.7459,                0.58449,                0.99747,               0.001552,               0.001552,               0.001552
                    259,                 1.3788,                0.57027,                0.95876,                 1.6618,                0.59633,                0.93856,                0.90644,                0.88535,                0.92597,                0.46876,                 1.5921,                0.60705,                 1.0038,                 1.7461,                0.58444,                0.99766,               0.001519,               0.001519,               0.001519
                    260,                 1.3764,                0.56887,                0.96067,                 1.6563,                0.59187,                0.94025,                0.90557,                0.88595,                0.92569,                0.46898,                 1.5921,                0.60701,                 1.0038,                 1.7458,                0.58458,                0.99758,               0.001486,               0.001486,               0.001486
                    261,                 1.3775,                0.57087,                0.95712,                 1.6654,                0.59948,                0.93493,                0.90488,                0.88677,                0.92581,                0.46916,                 1.5921,                0.60694,                 1.0039,                 1.7459,                0.58381,                0.99764,               0.001453,               0.001453,               0.001453
                    262,                 1.3797,                0.56778,                0.95843,                 1.6664,                0.59455,                0.93578,                0.90466,                0.88636,                0.92572,                0.46902,                 1.5925,                0.60697,                  1.004,                 1.7461,                0.58385,                0.99781,                0.00142,                0.00142,                0.00142
                    263,                 1.3809,                0.56859,                0.95629,                 1.6642,                0.59338,                0.93574,                0.90541,                0.88554,                0.92559,                0.46914,                 1.5922,                0.60692,                  1.004,                 1.7457,                0.58406,                0.99766,               0.001387,               0.001387,               0.001387
                    264,                 1.3811,                0.56834,                0.95571,                 1.6681,                0.59471,                0.93278,                0.90516,                0.88581,                0.92556,                0.46922,                 1.5919,                0.60678,                 1.0039,                 1.7452,                0.58399,                 0.9975,               0.001354,               0.001354,               0.001354
                    265,                 1.3778,                0.56976,                0.95468,                 1.6624,                0.59363,                0.93348,                0.90549,                0.88577,                0.92572,                0.46932,                 1.5913,                0.60661,                 1.0038,                 1.7447,                0.58386,                0.99735,               0.001321,               0.001321,               0.001321
                    266,                 1.3749,                0.56632,                0.95583,                 1.6604,                 0.5946,                0.93595,                0.90505,                0.88636,                 0.9258,                0.46935,                  1.591,                 0.6065,                 1.0037,                 1.7446,                0.58348,                0.99739,               0.001288,               0.001288,               0.001288
                    267,                 1.3708,                0.56421,                0.95295,                 1.6613,                0.58897,                0.93239,                0.90547,                0.88591,                0.92588,                0.46933,                 1.5912,                0.60651,                 1.0038,                 1.7446,                0.58402,                0.99742,               0.001255,               0.001255,               0.001255
                    268,                 1.3724,                 0.5642,                0.95751,                 1.6536,                 0.5895,                0.93775,                0.90593,                 0.8862,                0.92592,                0.46943,                 1.5914,                 0.6065,                 1.0039,                 1.7449,                 0.5833,                0.99755,               0.001222,               0.001222,               0.001222
                    269,                 1.3795,                0.56765,                0.95707,                 1.6652,                0.59185,                0.93785,                0.90539,                0.88661,                0.92605,                0.46923,                 1.5916,                0.60651,                 1.0039,                 1.7453,                0.58339,                0.99758,               0.001189,               0.001189,               0.001189
                    270,                 1.3673,                0.56576,                0.95531,                 1.6459,                0.58851,                0.93629,                0.90525,                0.88689,                0.92597,                0.46914,                 1.5918,                0.60649,                  1.004,                 1.7454,                0.58365,                0.99764,               0.001156,               0.001156,               0.001156
                    271,                 1.3717,                 0.5685,                 0.9539,                  1.659,                0.59498,                0.93275,                0.90416,                0.88728,                0.92603,                0.46909,                 1.5915,                0.60636,                 1.0039,                 1.7453,                0.58341,                 0.9976,               0.001123,               0.001123,               0.001123
                    272,                 1.3673,                0.56095,                0.95186,                 1.6537,                0.58788,                0.93138,                0.90526,                0.88665,                0.92635,                 0.4691,                 1.5917,                0.60626,                  1.004,                 1.7454,                0.58341,                0.99769,                0.00109,                0.00109,                0.00109
                    273,                 1.3683,                0.56084,                0.95643,                 1.6486,                0.57986,                0.93764,                0.90423,                0.88731,                0.92639,                0.46901,                 1.5919,                0.60626,                 1.0041,                 1.7456,                0.58337,                0.99774,               0.001057,               0.001057,               0.001057
                    274,                 1.3657,                0.56415,                 0.9513,                 1.6511,                0.59107,                0.93214,                0.90427,                0.88757,                0.92642,                0.46902,                  1.592,                0.60625,                 1.0042,                 1.7457,                 0.5833,                0.99776,               0.001024,               0.001024,               0.001024
                    275,                 1.3643,                0.56009,                0.95355,                 1.6502,                0.58524,                0.93325,                0.90433,                0.88743,                0.92652,                0.46915,                 1.5923,                0.60625,                 1.0043,                 1.7459,                0.58353,                0.99791,               0.000991,               0.000991,               0.000991
                    276,                 1.3635,                0.56338,                0.95233,                 1.6498,                0.58863,                0.93339,                0.90422,                0.88792,                0.92649,                0.46911,                 1.5925,                0.60626,                 1.0044,                  1.746,                0.58342,                0.99798,               0.000958,               0.000958,               0.000958
                    277,                 1.3682,                0.56341,                0.95609,                  1.647,                0.58977,                 0.9363,                  0.905,                 0.8869,                0.92644,                  0.469,                 1.5928,                0.60632,                 1.0045,                 1.7462,                0.58372,                0.99804,               0.000925,               0.000925,               0.000925
                    278,                 1.3712,                0.56419,                0.95489,                   1.65,                0.58791,                0.93515,                0.90425,                0.88763,                 0.9265,                0.46891,                  1.593,                 0.6063,                 1.0046,                 1.7465,                0.58366,                0.99814,               0.000892,               0.000892,               0.000892
                    279,                 1.3647,                 0.5607,                0.94947,                 1.6457,                0.58628,                 0.9305,                0.90438,                0.88716,                0.92624,                0.46893,                 1.5929,                0.60623,                 1.0045,                 1.7464,                0.58369,                0.99807,               0.000859,               0.000859,               0.000859
                    280,                 1.3609,                0.56027,                0.95223,                 1.6436,                0.58359,                0.93147,                 0.9043,                0.88754,                0.92635,                0.46908,                  1.593,                0.60619,                 1.0046,                 1.7467,                0.58347,                0.99817,               0.000826,               0.000826,               0.000826
                    281,                 1.3614,                0.55859,                 0.9524,                 1.6448,                0.58733,                  0.933,                0.90461,                0.88702,                0.92612,                0.46897,                 1.5933,                0.60624,                 1.0048,                 1.7468,                0.58373,                0.99833,               0.000793,               0.000793,               0.000793
                    282,                 1.3597,                0.55848,                0.95178,                 1.6435,                0.58681,                0.93116,                0.90475,                0.88707,                0.92619,                0.46892,                 1.5934,                0.60621,                 1.0048,                  1.747,                0.58371,                0.99833,                0.00076,                0.00076,                0.00076
                    283,                 1.3657,                0.56045,                0.95165,                 1.6516,                0.58794,                0.93273,                0.90385,                0.88762,                0.92617,                 0.4693,                 1.5936,                0.60624,                 1.0049,                 1.7473,                0.58353,                0.99844,               0.000727,               0.000727,               0.000727
                    284,                 1.3467,                0.55285,                0.95166,                 1.6325,                0.58348,                0.93284,                0.90437,                0.88743,                0.92621,                0.46931,                 1.5937,                0.60627,                  1.005,                 1.7474,                 0.5836,                0.99852,               0.000694,               0.000694,               0.000694
                    285,                 1.3555,                0.55972,                0.94823,                 1.6387,                0.58507,                0.93035,                0.90456,                0.88715,                0.92631,                0.46924,                 1.5941,                0.60634,                 1.0051,                 1.7478,                0.58368,                0.99868,               0.000661,               0.000661,               0.000661
                    286,                   1.36,                0.55835,                0.95239,                 1.6407,                0.58463,                0.93333,                 0.9045,                0.88739,                 0.9263,                0.46906,                 1.5944,                0.60643,                 1.0052,                 1.7484,                 0.5834,                0.99877,               0.000628,               0.000628,               0.000628
                    287,                 1.3594,                0.55511,                 0.9495,                 1.6352,                0.58022,                0.93107,                0.90498,                0.88739,                0.92631,                0.46901,                 1.5945,                0.60644,                 1.0053,                 1.7484,                0.58358,                 0.9988,               0.000595,               0.000595,               0.000595
                    288,                 1.3574,                 0.5643,                0.95024,                  1.641,                 0.5926,                0.93255,                0.90427,                0.88796,                0.92635,                0.46901,                 1.5945,                0.60646,                 1.0053,                 1.7483,                0.58341,                0.99871,               0.000562,               0.000562,               0.000562
                    289,                 1.3585,                0.55646,                0.94874,                  1.641,                0.57962,                0.93064,                0.90522,                0.88731,                0.92642,                0.46904,                 1.5945,                0.60646,                 1.0053,                 1.7483,                0.58336,                0.99872,               0.000529,               0.000529,               0.000529
                    290,                 1.3537,                0.55506,                 0.9513,                 1.6352,                 0.5822,                0.93212,                0.90588,                0.88698,                 0.9264,                0.46903,                 1.5947,                0.60647,                 1.0053,                 1.7484,                 0.5833,                0.99875,               0.000496,               0.000496,               0.000496
                    291,                 1.4009,                0.55605,                0.96496,                 1.6356,                0.54707,                0.95308,                0.90504,                0.88776,                0.92633,                0.46906,                 1.5946,                0.60647,                 1.0054,                 1.7483,                0.58332,                0.99877,               0.000463,               0.000463,               0.000463
                    292,                 1.3886,                0.54851,                0.96196,                 1.6229,                0.54059,                0.94977,                0.90441,                0.88825,                0.92635,                0.46914,                 1.5945,                0.60643,                 1.0054,                 1.7484,                0.58294,                0.99883,                0.00043,                0.00043,                0.00043
                    293,                 1.3871,                0.55131,                0.96546,                 1.6229,                 0.5468,                0.95345,                0.90529,                0.88813,                 0.9264,                0.46919,                 1.5945,                0.60647,                 1.0054,                 1.7483,                0.58294,                0.99889,               0.000397,               0.000397,               0.000397
                    294,                 1.3802,                0.54722,                0.96318,                 1.6111,                0.54364,                 0.9518,                0.90579,                0.88764,                0.92646,                0.46922,                 1.5944,                0.60648,                 1.0054,                  1.748,                0.58311,                0.99891,               0.000364,               0.000364,               0.000364
                    295,                 1.3792,                0.54786,                0.96227,                 1.6035,                0.53528,                0.95141,                0.90455,                0.88858,                 0.9265,                0.46926,                 1.5943,                0.60651,                 1.0054,                 1.7478,                0.58302,                 0.9989,               0.000331,               0.000331,               0.000331
                    296,                 1.3729,                0.54064,                0.96247,                 1.6123,                0.54119,                0.94874,                0.90435,                0.88874,                0.92655,                0.46929,                 1.5942,                0.60653,                 1.0054,                 1.7477,                  0.583,                0.99893,               0.000298,               0.000298,               0.000298
                    297,                  1.381,                0.54921,                0.95856,                 1.6144,                0.54209,                0.94721,                0.90472,                0.88872,                 0.9266,                 0.4694,                 1.5942,                0.60655,                 1.0055,                 1.7478,                 0.5826,                0.99902,               0.000265,               0.000265,               0.000265
                    298,                 1.3775,                0.54623,                0.95969,                 1.6124,                0.54104,                0.94762,                0.90464,                0.88835,                0.92652,                0.46948,                 1.5942,                0.60659,                 1.0055,                 1.7479,                0.58234,                0.99913,               0.000232,               0.000232,               0.000232
                    299,                 1.3677,                0.54158,                 0.9574,                  1.608,                0.54018,                0.94481,                0.90458,                0.88806,                0.92646,                0.46944,                 1.5942,                 0.6067,                 1.0056,                 1.7479,                0.58232,                0.99915,               0.000199,               0.000199,               0.000199
                    300,                 1.3723,                0.54228,                0.96014,                 1.6108,                   0.54,                0.94738,                0.90446,                0.88796,                0.92644,                 0.4694,                 1.5942,                0.60676,                 1.0056,                 1.7476,                0.58271,                 0.9991,               0.000166,               0.000166,               0.000166
